step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-466.935861323876736	-465.378551706193207	-1.557309617683537	0.000015814927986	0.000019727841363	1.247418981643545	0.631464170847863	1	3	4	6	11	15	16	15	16	16	14	19	18	17	18	16	20	18	18	16	19	20	19	20	20	20	20	21	20	19	18	20	20	18	21	21	23	19	22	22	22	20	22	22	22	22	22	23	24	24	23	24	25	24	26	25	26	24	25	21	25	28	26	27	27	27	27	28	29	27	27	28	30	29	30	28	0	1	2	3	0	11	11	5	6	11	5	9	6	11	8	11	34	10	10	6	16	10	9	13	13	20	15	27	34	8	8	20	7	14	19	22	24	9	21	30	42	21	36	13	26	27	36	45	15	43	27	41	52	60	45	28	25	48	48	42	60	51	25	48	59	48	61	63	59	61	61	65	68	70	68	59	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	2	1	2	1	2	2	2	1	1	1	1	2	1	1	1	1	3	1	2	2	1	2	2	2	2	1	1	1	2	3	2	2	1	2	1	1	2	1	1	1	2	1	1	2
5500	-485.595420731684499	-484.056479822039080	-1.538940909645438	0.000022853695475	0.000027458134990	1.201474615740743	0.618887214214059	0	3	4	6	12	14	15	15	17	16	13	16	19	19	19	17	20	17	19	18	18	19	19	19	19	19	20	20	20	19	17	19	21	19	22	18	22	20	21	22	23	22	22	22	21	22	21	23	25	23	23	25	24	25	26	25	25	25	25	23	26	27	27	27	26	26	27	28	28	28	28	28	29	29	30	29	0	1	2	3	0	11	11	5	6	7	5	6	6	11	8	7	34	10	10	12	16	18	9	6	12	9	15	15	34	8	8	20	7	7	19	10	24	25	21	30	42	21	36	13	26	27	36	20	27	43	28	41	21	60	45	46	38	48	48	16	54	51	44	48	59	58	54	63	59	61	54	65	68	54	73	59	1	1	1	1	1	1	1	2	2	1	1	1	3	2	2	1	1	1	2	1	1	1	1	3	2	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	2	2	2	1	1	1	2	3	1	2	2	4	2	1	2	3	2	1	3	1	2	1	3	1	1	1	1	2	1	2	1	1	2	1	2
6000	-414.587438721932529	-413.226592498032915	-1.360846223899621	0.000045012438400	0.000025818365578	0.573582913877382	0.587036286449497	0	2	3	6	12	15	15	14	16	16	14	18	18	17	18	17	18	18	18	18	19	20	19	20	21	19	19	20	19	19	19	19	19	20	21	21	22	22	21	21	23	22	22	23	23	22	22	23	25	23	23	24	25	25	26	24	26	26	25	23	25	27	26	28	27	27	28	28	29	27	28	28	30	29	31	30	0	1	2	3	0	11	11	5	6	11	5	9	9	7	8	11	11	10	10	6	16	10	6	13	13	20	5	15	17	8	8	20	11	17	19	19	24	13	27	30	42	16	36	25	20	28	19	26	27	43	28	41	41	60	45	46	38	48	48	42	60	51	38	48	59	58	70	38	59	61	54	65	68	70	68	59	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	2	1	2	3	1	2	1	4	1	1	2	2	1	3	1	2	2	1	2	1	1	1	2	1	1	3	1	2	3	2	1	1	1	2	1	2	1	2	1	1	1	2	2	2	3	2	1	1	2	2	1	1	1	1	1	2	3
6500	-452.086172238811457	-450.700042453590470	-1.386129785220992	0.000083130856775	0.000035757076167	0.430130008923883	0.603311538574929	1	3	4	7	12	15	15	16	16	16	14	16	19	19	16	16	18	18	19	18	18	20	19	18	20	20	19	20	19	19	19	19	21	20	22	21	22	22	21	21	22	20	22	22	24	23	22	23	22	23	23	24	24	24	26	22	26	25	25	22	25	27	28	25	27	27	27	29	28	29	28	28	27	28	31	29	0	1	2	3	0	11	11	5	6	11	5	6	9	21	5	11	7	10	10	12	16	10	12	9	13	20	8	27	17	5	5	20	15	11	19	19	24	25	21	5	42	16	22	13	26	15	36	40	27	43	49	41	41	60	26	27	44	48	48	30	60	51	57	48	59	45	54	37	59	67	54	65	25	61	73	59	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	5	2	1	2	2	2	1	2	1	2	4	1	2	1	2	2	4	1	1	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1	2	1	1	2	3	1	1	2	1	3	2	2	2
7000	-477.984673666796198	-476.525861539957077	-1.458812126839127	0.000127885662718	0.000041900357822	0.327639212494874	0.690130931614539	1	2	3	7	13	15	15	15	16	17	14	18	18	18	18	16	18	18	19	18	18	20	17	19	20	18	18	20	19	20	19	20	20	20	21	22	22	21	22	21	22	22	22	23	23	23	22	24	26	24	23	23	24	25	24	25	26	25	26	24	26	28	27	27	27	28	28	28	29	28	28	27	29	30	31	29	0	1	2	3	0	11	11	5	6	7	5	6	9	11	5	11	11	10	10	6	16	10	6	14	6	6	5	15	14	17	5	20	14	14	10	10	24	23	31	30	21	14	27	38	38	27	10	27	27	43	27	41	41	31	20	51	38	48	58	52	60	51	57	58	55	58	52	63	59	60	61	59	57	49	68	65	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	2	1	2	1	1	2	3	2	1	1	1	2	1	2	1	2	2	2	3	2	1	2	3	2	1	1	3	2	2	4	1	3	1	1	3	3	1	2	1	1	1	2	2	1	1	1	1	3	1	2	2	1	1	1	1	2	1
7500	-471.171460421393022	-469.722887669148349	-1.448572752244670	0.000147711076430	0.000049855410411	0.337519782642814	0.685707502414304	0	2	4	6	13	15	16	15	17	16	14	17	19	18	17	17	16	18	18	18	19	20	20	19	19	19	19	19	19	20	19	19	21	21	23	21	21	20	21	22	21	23	23	23	23	22	22	23	24	24	23	25	23	24	26	25	26	25	26	25	25	27	27	27	26	27	28	29	29	28	27	28	28	28	30	28	0	1	2	3	0	11	11	5	6	11	5	6	6	7	8	7	11	10	10	6	16	10	6	9	17	12	19	15	17	31	5	6	23	13	18	19	13	25	21	30	21	46	36	25	6	7	36	26	51	43	30	41	21	36	35	30	25	45	48	44	35	49	25	58	48	58	71	63	76	60	42	58	25	71	68	66	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	3	2	1	1	3	1	1	1	1	1	1	1	1	1	4	3	1	2	1	1	2	2	2	1	2	1	2	1	2	1	1	1	3	2	1	1	1	1	1	2	2	1	4	1	1	1
8000	-490.138519455018411	-488.677830758334721	-1.460688696683683	0.000149212896297	0.000048630847458	0.325915846854944	0.689576038344381	0	2	3	7	12	15	15	16	16	16	13	17	19	18	18	17	17	18	18	19	18	20	19	20	20	20	20	21	20	19	19	18	20	20	22	21	22	22	21	22	21	23	22	23	23	22	21	24	24	24	22	23	24	22	26	24	26	24	25	24	25	29	27	26	28	25	27	28	29	27	28	27	29	28	31	29	0	1	2	3	0	11	11	11	6	7	5	6	9	11	8	11	7	10	10	17	16	10	9	12	8	31	15	15	17	8	8	9	19	20	19	19	24	13	21	27	21	41	36	12	26	28	10	45	30	47	8	33	45	16	44	46	24	20	48	54	60	28	55	58	59	58	52	57	72	54	60	59	68	61	63	59	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	2	2	2	2	1	2	2	1	1	3	2	1	2	1	3	1	2	2	1	2	2	1	3	2	1	1	1	3	1	2	1	1	2	1	2	2	2	1	1	2	2	2
8500	-457.248062316659116	-455.836324135190694	-1.411738181468450	0.000118086535759	0.000045153483042	0.382376218859076	0.726208142113746	1	3	4	7	13	15	14	15	16	16	16	17	19	19	18	16	18	19	18	18	19	21	19	19	20	19	20	19	19	19	17	20	21	21	22	18	23	21	22	21	22	24	21	23	22	23	22	23	25	23	23	24	24	24	26	24	27	26	25	25	25	28	27	26	27	28	28	28	30	29	28	27	29	27	31	29	0	1	2	3	0	7	5	5	6	7	7	9	12	11	5	7	11	19	10	6	16	10	9	9	6	12	30	8	17	31	5	26	11	19	10	10	24	23	21	30	21	25	36	13	26	15	36	45	46	43	15	39	21	16	45	15	44	48	48	21	41	51	38	48	59	48	61	44	59	74	61	59	57	35	57	48	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	2	4	1	1	2	1	1	3	1	2	1	2	1	1	1	1	1	2	3	2	2	2	2	1	1	1	1	2	1	2	3	2	3	2	1	1	3	2	2	3	2	1	2	2	2	2	1	2	1	1	2	2	2
9000	-418.226403036470685	-416.610718192222919	-1.615684844247753	0.000101443270953	0.000023678771774	0.233418851265478	0.715894839196909	1	4	4	6	13	15	14	15	16	16	15	17	18	18	19	16	18	19	18	19	18	20	19	20	20	19	18	21	19	20	18	20	19	20	20	21	22	21	21	20	22	20	22	22	21	22	23	23	25	24	23	24	24	23	25	24	27	25	25	25	25	28	26	27	27	28	28	29	30	28	27	28	30	28	31	30	0	1	1	3	0	7	5	5	6	7	7	9	9	11	31	7	11	19	10	6	7	19	9	13	13	9	8	27	17	31	8	9	17	17	10	22	13	25	21	5	42	21	35	26	20	40	36	45	15	35	15	41	42	42	45	46	63	48	48	54	54	51	38	48	59	58	61	63	59	53	60	65	63	54	68	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	2	1	2	3	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	3	2	2	1	2	1	1	2	2	1	1	2	2	1	2
9500	-432.545493723208608	-431.119852073431446	-1.425641649777190	0.000095058654141	0.000034534571737	0.363297503512005	0.669366556452497	0	3	4	5	12	15	15	15	16	16	14	18	19	19	18	17	18	18	18	17	19	19	20	20	20	19	20	20	20	18	19	20	20	20	22	20	23	21	21	22	21	23	21	22	21	21	22	23	26	22	22	25	24	23	26	23	25	26	25	24	25	28	27	26	27	28	27	29	29	28	29	28	29	29	31	29	0	1	2	3	0	11	11	5	6	11	5	9	6	11	5	7	10	10	10	6	16	10	9	13	12	20	8	8	17	8	6	20	21	17	19	19	24	13	16	28	16	21	36	13	20	28	36	45	51	43	27	41	54	16	45	46	44	48	48	54	54	51	57	48	59	64	61	57	59	54	61	58	25	61	68	59	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	3	1	2	1	1	1	1	2	1	2	1	2	1	2	2	1	2	2	1	2	1	3	1	1	2	1	3	2	1	2	2	1	1	1	3	2	2	1	1	1	2	2	2	2	2	3	2	1	2
10000	-430.017548573981117	-428.440085926582015	-1.577462647399084	0.000108594429575	0.000027176100724	0.250253174409728	0.666748865762959	1	4	3	7	13	15	15	16	16	16	14	18	18	18	19	16	18	18	19	18	18	20	20	19	20	19	19	21	20	18	17	20	20	20	22	21	23	22	21	20	22	23	21	23	23	22	20	24	26	23	23	25	24	25	27	24	25	25	25	22	26	28	27	28	26	27	27	28	28	28	28	26	29	28	30	29	0	1	1	3	0	11	11	5	6	7	5	9	6	11	31	11	7	10	10	9	7	10	12	13	13	6	8	15	17	5	5	20	30	17	10	19	25	25	16	27	16	17	19	38	13	28	19	45	42	43	27	42	41	60	26	46	45	48	45	21	60	49	57	58	59	58	42	55	65	42	54	59	68	61	68	59	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	1	2	1	2	3	1	1	2	1	1	1	2	1	2	1	1	2	4	1	1	1	1	2	2	1	1	2	1	1	2	1	1	3	2	1	1	1	1	2
