step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
21500	-629.686950906190646	-636.542438857150046	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724572502463236	0	2	1	5	3	3	5	7	5	6	5	7	8	9	10	9	11	10	9	10	10	11	11	10	11	11	8	10	12	11	13	12	13	13	13	13	14	11	14	12	14	15	14	15	14	15	15	16	15	14	15	17	14	15	17	16	16	17	14	16	16	17	18	18	17	17	16	18	16	16	16	18	17	19	17	18	17	19	18	18	17	19	19	19	19	19	21	20	20	21	20	19	20	21	21	20	21	21	22	23	20	24	23	22	25	23	23	24	24	23	23	25	24	28	26	26	0	3	0	6	3	3	3	7	5	6	2	0	10	27	12	12	10	7	27	27	16	27	15	12	18	14	12	12	19	27	30	19	17	13	38	15	15	12	21	26	31	41	16	35	23	15	32	17	35	36	12	59	40	41	41	50	36	24	32	59	45	47	47	55	69	41	31	50	41	34	41	41	50	45	69	81	47	26	50	61	51	81	59	72	66	47	40	48	55	56	68	77	63	77	80	63	77	80	86	69	66	0	63	88	93	94	96	107	99	99	89	103	96	107	108	113	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	3	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	2	1	2	2	2	2	1	1	1	2	1	2	3	2	1	1	1	4	2	1	1	2	1	2	3	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	3	1	1	1	3	2	1	1	1	2	1	1	2	4	2	2	2	1	1	1	1	2	1	2	2	1	2	2	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1
22000	-607.903872341719762	-614.759360292679162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666226310450758	-1	2	1	4	4	5	5	7	4	6	6	7	9	9	10	8	8	11	10	10	9	11	9	10	11	11	11	11	13	12	14	11	13	14	13	12	13	12	11	14	12	15	14	16	13	16	15	16	15	14	15	19	16	14	16	16	15	17	17	17	16	17	18	16	17	17	17	17	17	18	18	19	18	19	17	18	18	19	18	18	19	19	19	19	17	21	21	20	20	20	18	20	20	21	21	20	22	22	22	23	22	23	23	22	23	23	24	22	23	23	20	25	23	27	25	25	0	3	0	2	2	4	2	7	2	2	7	0	6	12	23	12	10	13	14	14	12	21	12	16	17	14	20	16	21	19	41	21	25	18	16	14	15	39	12	27	19	40	37	43	15	38	32	34	43	36	39	59	40	14	31	57	50	51	42	35	35	47	47	54	55	31	31	56	31	18	54	85	50	50	29	61	47	43	57	61	46	76	65	85	42	63	89	70	59	57	36	77	63	47	80	77	77	80	63	111	83	0	63	88	93	94	108	96	86	99	83	103	108	107	108	113	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	1	2	3	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	1	1	1	2	3	1	1	3	2	1	2	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1
22500	-630.858053626025480	-637.713541576984881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652637617119260	0	2	1	4	4	5	4	7	6	7	4	6	9	9	10	9	10	10	9	9	8	11	11	11	11	11	11	10	13	11	13	12	13	13	12	13	13	12	14	13	15	15	15	16	14	14	15	15	13	15	14	19	15	15	16	17	16	16	17	16	15	17	19	17	17	17	17	18	19	19	19	17	17	18	18	19	17	19	19	18	18	19	19	19	18	22	22	21	21	20	19	20	19	21	21	20	22	21	22	22	21	24	23	23	25	23	24	24	24	23	21	24	23	27	26	25	0	3	0	3	3	7	2	6	5	6	3	0	10	12	16	12	13	13	21	21	12	14	12	12	17	19	19	14	27	21	26	14	25	18	15	23	35	28	16	27	31	31	14	35	37	38	32	13	24	36	24	59	14	19	42	50	50	39	39	19	37	47	77	40	31	41	55	50	42	34	64	55	50	50	59	61	47	20	50	45	44	61	65	66	60	63	69	17	69	57	36	77	62	77	80	63	77	80	63	111	52	0	78	88	93	97	96	63	99	99	78	103	96	107	107	107	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	3	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	1	1	2	2	1	1	2	3	2	1	1	2	3	3	1	1	1	1	1	3	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	6	2	2	1	2	1	1	1	2	2	4	1	2	3	1	1	2	2	1	2	2	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	1	1
23000	-657.908041266470377	-664.763529217429777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626740870954024	0	3	2	5	4	4	5	7	5	7	6	6	8	8	10	9	11	10	9	9	10	11	10	11	11	12	10	11	12	12	13	11	12	14	12	12	13	13	15	15	12	15	14	15	14	15	16	15	16	14	15	18	17	16	16	17	17	16	15	17	16	18	18	17	17	15	17	18	17	18	19	17	16	18	17	19	17	20	20	17	20	17	19	20	16	20	21	19	21	19	19	18	20	21	21	20	21	22	22	22	22	23	22	22	23	24	22	22	24	23	20	24	25	27	25	27	0	3	0	2	3	3	3	4	5	3	6	0	10	12	12	12	13	13	14	14	12	19	12	16	10	28	19	12	19	16	28	16	17	25	27	23	21	24	43	14	23	31	35	35	41	24	32	10	35	21	38	55	21	59	31	50	15	46	26	41	37	77	47	40	85	19	42	73	42	34	72	41	50	37	59	61	47	46	73	61	82	23	65	69	31	63	42	13	52	36	56	77	47	77	80	63	77	80	96	111	111	0	86	70	93	94	47	96	99	99	72	103	108	107	107	113	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	2	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	3	2	1	2	2	1	2	2	3	3	2	1	1	2	1	2	2	3	1	2	3	1	1	1	1	1	3	1	2	1	2	1	3	1	3	1	1	1	2	2	1	1	2	1	1	1	1	2	6	2	5	1	1	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	1	1	1	2	1	2	2	3	1
23500	-665.178412797653550	-672.033900748612950	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566566351307579	-1	3	1	5	5	4	5	8	5	7	6	6	8	9	9	9	11	11	8	9	9	12	10	10	10	11	11	10	12	12	12	11	14	15	13	11	14	13	12	15	14	15	14	15	14	15	15	14	16	15	15	17	15	13	16	16	15	15	15	17	16	17	17	17	17	17	15	18	18	18	19	18	17	18	18	19	17	20	19	18	19	19	18	19	18	20	20	21	20	21	19	18	20	22	21	20	21	21	22	22	21	22	24	22	24	23	23	23	23	23	22	25	25	28	25	26	0	3	0	2	3	2	3	6	2	6	7	0	10	19	12	12	10	10	12	19	12	19	12	15	10	19	14	21	19	21	21	14	25	7	28	15	39	24	28	43	31	31	20	37	24	24	32	18	46	36	45	43	41	14	23	45	15	38	31	41	45	47	47	53	41	31	23	56	35	18	41	67	45	73	31	61	47	37	56	44	37	80	65	66	66	47	23	17	55	73	50	77	77	77	80	47	77	80	86	89	66	0	86	70	94	77	96	96	86	99	55	103	96	107	107	107	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	3	2	1	1	2	3	2	1	1	2	1	1	2	1	1	1	2	5	2	1	1	2	1	1	2	2	3	1	2	2	2	2	1	2	1	1	1	2	2	1	4	1	2	2	1	1	1	1	1	2	2	1	2	3	4	1	1	1	2	1	1	2	2	2	2	1	1	1	1	3	4	4	2	2	2	1	2	2	2	2	3	2	1	1	2	1	2	2	1	2	2	1	2	1	3	1	3	3	1	1
24000	-639.025011692080852	-645.880499643040253	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634848404186525	-1	3	2	5	4	5	6	7	5	8	5	6	7	10	10	9	11	10	9	10	10	10	11	10	12	8	10	10	12	11	12	11	13	14	14	12	13	11	15	13	15	16	15	14	13	15	14	15	16	14	15	19	16	15	15	16	17	15	17	17	16	17	17	17	17	17	17	18	19	18	17	18	19	18	17	18	17	18	18	17	20	19	19	19	19	21	20	20	21	20	20	19	20	21	22	19	22	19	22	22	23	23	24	23	24	23	23	24	23	22	22	25	24	28	24	26	0	3	0	2	2	2	2	4	5	7	3	0	7	19	12	12	7	7	26	16	12	26	16	12	18	12	26	12	28	24	30	24	17	7	36	16	23	21	28	16	31	31	40	23	28	38	32	18	35	36	24	59	27	40	31	50	50	24	55	41	15	47	47	55	24	41	39	50	65	34	54	31	56	56	55	61	47	49	50	24	72	61	65	66	66	96	83	18	69	50	74	77	77	77	98	63	77	80	86	42	67	0	86	88	97	93	96	96	86	86	42	103	96	108	107	113	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	3	1	1	2	2	1	3	1	1	1	2	1	1	1	1	2	4	1	2	1	1	2	2	2	2	1	1	1	2	2	3	1	1	2	1	2	1	2	1	2	3	1	1	3	1	2	1	4	1	1	2	1	2	1	4	2	1	1	1	2	1	2	2	1	1	2	2	1	2	1	3	1	3	2	1	2	2	2	1	2	1	1	2	3	1	2	2	1	1	2	2	1	1	3	1	3	2	1	1
24500	-617.131743363030637	-623.987231313990037	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628483905060630	0	2	1	3	4	4	5	7	5	6	6	6	9	9	9	8	10	11	10	10	11	11	11	10	12	8	11	10	12	12	12	12	13	14	12	12	14	13	13	14	14	15	15	16	14	15	15	15	15	14	15	18	17	14	15	16	16	17	16	17	14	17	19	18	18	17	16	19	18	19	18	19	18	18	17	18	18	21	19	18	17	19	19	18	17	20	21	20	21	20	19	20	21	20	20	21	21	22	22	22	21	23	24	22	25	22	24	24	23	22	23	25	25	28	25	26	0	3	0	2	3	2	2	4	5	7	6	0	10	26	16	12	13	2	26	26	16	19	15	16	17	12	28	12	19	27	27	26	25	13	16	21	16	16	27	26	31	31	28	49	15	24	32	34	39	36	21	59	54	32	31	50	50	51	41	55	16	47	62	54	41	42	41	56	42	34	54	85	50	36	40	37	62	44	50	37	61	80	66	85	41	47	85	48	42	50	74	77	94	77	76	63	77	61	86	85	72	0	86	34	93	97	96	96	99	86	100	103	96	108	108	107	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	5	1	1	2	1	1	1	1	1	1	2	1	1	1	3	1	2	2	1	3	3	1	3	1	1	3	1	2	2	2	1	1	1	2	2	1	2	2	2	2	1	1	1	3	1	1	2	2	1	1	2	2	3	2	1	2	3	2	2	1	2	2	2	1	1	1	1	2	3	1	2	2	2	1	1	1	2	1	1	2	4	1	2	1	1	2	4	2	1	2	1	1	1	1	1	2	2	1	1
25000	-611.628206345732906	-618.483694296692306	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679357023329842	-2	3	1	3	3	5	5	7	5	8	5	7	9	10	10	9	10	11	9	10	11	10	10	10	11	8	11	11	12	12	13	10	13	15	13	12	14	12	12	13	14	14	15	16	14	16	15	15	14	14	15	18	16	15	15	16	15	17	16	17	16	17	18	17	17	18	16	19	17	18	18	18	18	18	17	18	18	20	19	18	17	19	19	19	19	20	21	20	21	19	20	19	19	20	21	20	20	21	22	21	22	23	21	23	22	24	23	23	22	21	23	24	25	29	25	27	0	3	0	3	3	5	3	4	5	2	4	0	11	19	12	12	13	10	26	26	12	26	16	12	10	12	14	12	26	26	27	26	25	10	12	15	23	24	15	27	31	28	49	43	23	38	32	13	16	36	35	59	26	28	31	57	50	51	55	42	37	47	47	54	31	59	41	57	42	48	54	46	57	50	42	61	47	43	57	61	37	61	65	69	75	63	55	48	69	57	90	77	47	77	80	63	93	80	110	83	75	0	86	88	77	105	96	63	86	63	100	103	108	107	107	108	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	1	1	3	1	1	1	2	1	1	2	2	2	1	1	1	3	3	1	2	1	1	1	1	2	1	1	2	2	3	3	2	1	1	1	4	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	2	2	3	1	2	2	2	1	1	2	2	1	1	2	2	3	2	2	1	1	2	1	2	1	1	2	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	2
25500	-624.629355914364623	-631.484843865324024	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650446437011513	-2	3	2	4	4	5	5	8	6	7	3	6	9	9	10	8	10	11	10	10	10	11	10	11	11	9	11	10	12	10	14	11	13	15	13	12	13	12	14	14	14	15	15	16	14	16	16	15	15	13	13	18	16	15	17	17	16	16	15	17	15	17	18	18	17	17	18	19	18	16	18	19	18	18	16	18	18	20	17	19	20	19	19	19	18	21	21	20	22	20	19	19	20	21	21	20	22	22	23	21	23	24	23	23	24	23	23	21	22	21	22	24	24	28	25	26	0	3	0	3	3	11	2	4	5	7	3	0	10	12	12	12	13	13	14	16	26	26	12	16	17	12	19	26	28	26	24	14	25	18	23	15	16	19	21	19	35	31	35	35	23	39	32	18	38	23	38	66	40	26	42	50	45	51	41	59	37	47	62	40	31	41	42	45	42	13	40	42	50	50	19	37	47	44	50	23	82	61	65	85	55	63	55	70	69	50	73	77	77	77	80	63	92	80	110	66	100	0	86	88	77	97	63	47	86	47	100	103	107	107	107	107	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	1	2	2	1	2	2	2	1	1	1	1	3	1	2	1	2	1	1	1	1	1	2	1	2	2	3	2	3	2	2	2	2	3	2	1	3	2	4	1	2	1	1	1	1	2	2	3	3	1	1	1	2	2	1	2	2	1	2	1	1	1	1	3	1	2	2	1	2	1	1	1	2	1	1
26000	-615.153730847173620	-622.009218798133020	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665805463063624	-1	3	2	3	5	5	5	8	5	7	4	7	8	10	9	9	9	10	10	10	11	12	11	10	12	8	10	10	10	11	13	12	13	14	13	10	13	13	11	14	15	15	15	15	14	15	15	15	14	14	16	18	16	16	16	16	16	17	17	16	16	17	18	17	18	17	18	18	17	19	18	19	19	18	17	17	18	19	20	18	19	18	17	19	18	21	22	21	21	20	19	19	20	22	20	20	22	20	22	21	22	23	23	22	24	24	22	24	24	22	22	24	24	29	25	27	0	3	0	3	2	2	3	7	2	6	2	0	10	26	12	12	13	13	26	26	12	14	15	12	17	12	15	12	26	14	16	19	25	18	27	15	23	21	28	27	31	31	35	35	15	38	32	18	21	36	38	60	40	45	31	50	50	24	31	40	45	47	62	40	83	45	55	57	46	34	41	42	57	50	42	61	62	43	68	61	58	61	55	85	31	63	69	70	67	57	45	77	77	77	80	63	77	80	86	72	69	0	86	48	93	93	63	107	99	63	55	103	96	108	113	107	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	2	2	3	1	2	1	1	1	2	2	2	1	4	2	1	2	2	1	2	1	1	1	1	1	2	2	2	2	3	1	1	1	2	2	1	1	1	1	1	3	1	2	1	2	2	2	1	1	2	2	1	2	2	1	1	3	1	1	2	2	2	3	2	1	3	2	1	2	2	1	2
26500	-631.313363507585223	-638.168851458544623	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623792846041295	-2	3	1	3	4	5	5	7	6	5	5	7	7	10	9	9	9	10	10	9	8	11	10	10	12	8	9	10	12	11	13	11	13	15	10	12	14	12	14	15	14	15	13	15	15	16	15	14	15	14	15	18	16	16	17	15	16	17	16	17	16	17	19	17	18	17	16	19	17	16	19	17	19	18	16	18	18	21	19	18	19	18	17	19	18	21	21	19	21	20	20	20	20	21	21	21	21	22	21	22	21	24	23	22	24	22	24	23	23	23	23	25	24	27	25	26	0	3	0	3	2	4	3	7	5	2	5	0	7	27	12	12	10	10	26	26	12	26	15	12	18	12	26	21	27	26	27	19	25	25	21	15	15	24	28	14	43	41	24	35	15	51	32	25	43	36	43	59	29	22	41	50	56	51	41	59	45	47	62	53	83	53	41	56	19	17	64	41	57	57	41	45	47	49	56	61	82	61	31	55	66	47	42	10	55	68	74	47	77	93	82	63	77	80	63	72	72	0	86	34	93	92	96	96	99	99	72	103	63	107	96	108	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	2	1	2	2	1	2	3	1	1	3	2	2	1	3	1	1	2	1	1	3	3	2	1	1	2	1	1	1	1	1	1	1	1	1	2	3	4	1	2	2	1	1	1	2	3	2	2	1	2	2	1	1	2	2	6	2	1	1	3	1	1	1	1	2	2	1	3	2	1	1	3	2	1	2	1	1	2	4	1	3	1	2	1
27000	-653.172777362787201	-660.028265313746601	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560053781965768	-1	2	1	4	4	5	5	6	6	7	6	6	9	7	8	9	10	11	10	10	10	11	10	11	12	10	10	10	10	11	12	11	13	15	13	12	13	13	15	13	14	15	11	15	14	15	14	16	15	14	15	19	15	14	15	16	16	17	16	16	16	16	18	16	18	17	16	18	18	16	19	18	18	19	17	18	18	21	19	18	20	20	19	20	19	21	21	20	21	21	19	18	21	22	20	19	21	19	22	21	21	24	22	21	24	23	23	23	23	22	22	24	24	28	25	26	0	3	0	2	2	2	4	4	5	6	6	0	10	12	12	12	13	10	14	14	12	19	15	16	17	14	14	12	14	29	27	26	25	10	28	15	15	24	24	21	31	14	14	16	15	24	32	18	37	36	12	59	26	14	31	50	50	51	39	55	36	47	47	37	42	41	45	50	59	13	54	59	50	50	31	61	62	54	45	61	98	37	65	42	55	47	67	48	66	56	50	62	77	77	16	63	47	80	86	55	59	0	86	70	93	97	96	96	86	86	59	103	96	107	108	113	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	1	1	1	1	3	2	2	2	1	2	1	2	4	2	3	5	2	2	2	1	1	3	2	2	2	2	2	2	1	1	1	3	1	2	2	2	2	1	2	1	3	2	1	2	3	3	1	1	3	3	2	1	4	1	3	2	3	2	2	2	2	3	1	1	2	5	1	3	1	1	2	2	1	1	3	2	1	2	2	1	1	3	2	2	2	1	1
27500	-651.711759555480967	-658.567247506440367	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666819346274547	-3	3	2	5	4	5	6	8	5	8	5	7	7	9	9	8	9	10	8	10	10	11	10	11	11	11	10	11	12	12	12	12	13	14	13	12	13	13	14	14	14	14	14	16	13	14	15	14	14	14	15	18	17	14	15	16	17	16	16	16	17	18	18	17	17	17	16	19	17	18	18	18	18	18	17	19	17	20	20	18	18	20	18	19	15	21	20	18	20	20	19	18	21	22	21	20	19	22	22	22	21	23	23	22	22	23	22	24	23	23	21	25	24	28	26	26	0	3	0	3	2	2	3	4	5	7	3	0	6	19	12	12	13	10	12	19	16	27	15	12	13	14	19	16	26	26	26	20	13	10	12	21	28	24	37	27	31	26	24	39	15	24	32	18	20	36	21	43	40	31	31	50	50	46	31	54	20	77	47	40	55	42	31	37	85	13	40	55	50	57	42	61	47	61	56	61	37	80	65	85	42	96	55	18	55	73	50	77	97	77	80	63	77	80	86	89	85	0	86	48	93	97	96	96	86	99	42	103	107	96	108	113	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	3	3	2	1	1	1	1	2	1	3	2	1	2	2	2	2	2	1	2	2	1	1	2	1	2	1	1	1	4	1	1	2	1	2	1	3	1	5	2	2	3	1	1	1	1	2	2	1	3	1	1	1	1	1	2	4	2	2	2	1	2	2	2	1	1	2	1	1	3	1	1	3	1	2	1	2	1	1	3	2	1	3	1	1
28000	-632.145813082893142	-639.001301033852542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623008508662834	-2	3	2	4	4	5	5	7	6	6	6	6	8	8	10	10	10	11	9	9	9	11	10	11	11	10	10	11	12	12	14	12	13	15	12	12	12	13	15	14	13	15	14	15	14	15	14	16	15	14	15	18	17	14	16	16	16	16	16	17	16	16	18	17	16	18	18	18	17	19	18	17	18	18	16	17	18	21	20	19	19	18	19	20	19	20	21	20	20	20	19	19	20	22	21	19	20	21	22	22	23	23	23	20	25	22	23	23	24	23	23	24	24	28	25	26	0	3	0	2	3	2	3	4	5	3	7	0	10	12	12	12	13	13	14	14	12	15	12	16	17	14	14	12	14	15	41	26	17	18	23	23	16	24	35	26	26	26	12	12	23	24	32	18	23	36	38	59	54	27	31	36	36	43	45	59	45	47	47	40	31	31	55	50	41	34	40	41	57	50	41	61	32	21	50	61	61	49	65	85	72	63	72	70	66	74	57	77	77	93	61	77	62	80	86	89	83	0	63	70	93	93	96	96	99	99	89	103	107	107	107	107	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	2	2	2	5	4	2	2	1	3	2	1	2	2	3	2	2	2	2	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	4	6	2	2	1	2	2	1	1	1	2	1	1	1	2	1	1	1	3	1	2	1	1	1	2	1	4	1	2	1	2	2	1	1	2	1	1	3	1	2
28500	-659.128356708133310	-665.983844659092711	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663125057155450	-1	3	2	4	4	4	4	6	6	7	5	6	8	8	10	9	9	10	9	9	10	12	10	11	11	11	11	10	13	11	12	11	12	14	13	12	11	12	14	15	15	15	14	16	14	15	16	15	16	15	15	19	16	16	14	16	17	17	16	17	16	18	18	17	16	15	18	17	17	17	18	19	18	18	18	19	18	20	19	18	19	18	19	20	19	21	22	20	21	21	20	19	19	20	20	20	22	22	23	22	22	22	25	22	24	23	23	23	23	23	22	24	24	28	26	26	0	3	0	3	3	2	3	4	5	7	2	0	10	12	12	12	10	10	14	14	16	26	12	12	17	14	19	16	23	19	23	19	25	13	16	16	12	21	28	35	55	55	15	43	15	38	45	18	43	23	24	66	26	24	31	45	50	46	31	55	45	47	47	54	45	19	69	50	42	48	19	41	56	45	42	35	47	69	73	53	45	61	65	72	53	47	67	70	69	73	56	77	77	77	35	63	94	80	86	66	52	0	105	88	93	94	96	96	86	86	69	86	108	107	107	108	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	3	2	1	1	1	1	2	1	1	1	1	3	2	2	2	1	2	1	1	1	2	1	2	2	1	3	2	2	2	2	3	1	1	1	2	2	2	2	1	1	1	1	1	4	1	2	1	2	3	2	1	2	1	3	1	2	1	1	2	1	2	1	2	2	2	2	1	2	2	1	1	2	3	1	2	2	1	2	2	1	1	1	2	2	2	2	1	1	3	2	1	2	2	2
