step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47
18000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.111518350319849	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
18500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.178756215967588	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
19000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.159119830502248	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
19500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.156067602509483	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
20000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.204115114665520	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
20500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.130060448913179	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
21000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.178928942726503	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
21500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.185692464376982	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
22000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.143571265694787	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
22500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.163731645951742	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
23000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.186394699646843	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
23500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.137250644767541	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
24000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.165941385535378	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
24500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.146720282193312	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
25000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.160373989471045	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
25500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.180523257568592	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
26000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.182511291850332	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
26500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.178239826608885	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
27000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.176544950774203	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
27500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.154166196848152	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
28000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.173138126963743	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
28500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.151783218603689	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
29000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.137922948991704	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
29500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.124405912187112	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
30000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.158357822661573	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
30500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.168792709851399	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
31000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.166647523530391	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
31500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.156469728300229	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
32000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.157772911713027	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
32500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.164348613094662	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
33000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.159272307325782	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
33500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.134584479209733	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
34000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.164962262796825	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
34500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.158750040164092	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
35000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.182945838370066	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
35500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.136818975062277	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
36000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.204256190825183	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
36500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.150171882013819	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
37000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.138740456593429	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
